1    1       0.978369
1    2       0.985801
1    3        0.96875
2    1       0.990148
2    2       0.971429
2    3       0.985528
3    1       0.980583
3    2       0.993827
3    3       0.979798
4    1       0.965461
4    2       0.977131
4    3       0.924668
5    1              0
5    2       0.969828
5    3          0.975
6    1       0.953043
6    2       0.961969
6    3       0.917923
